id,type,date_added,job_title,company,source,location,salary,job_url,gmail_thread_url,missing_info,notes_short
198,UNREADABLE,Thu May 14,"Cadremploi Alert","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e2087c813812d9","Full JD","UNREADABLE: Cadremploi HTML-only (7 alerts) — open Gmail to review — open Gmail link to review and paste JD"
199,UNREADABLE,Thu May 14,"Cadremploi Alert","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e20e0cc6c098c0","Full JD","UNREADABLE: Cadremploi HTML-only (2 alerts: RAF, Supply Chain) — open Gmail to review — open Gmail link to review and paste JD"
200,UNREADABLE,Thu May 14,"Cadremploi Alert","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e222a268b64c43","Full JD","UNREADABLE: Cadremploi HTML-only (3 alerts: CDG, CDG Industriel, Pilote Financier) — open Gmail to review — open Gmail link to review and paste JD"
222,UNREADABLE,Thu May 14,"APEC — 9 offres du 14/05/2026","Not disclosed","APEC","","","Not available","https://mail.google.com/mail/u/0/#all/19e256f6b231f60f","Full JD","UNREADABLE: APEC: 9 offres — Finance Grenoble — HTML-only — check apec.fr manually — open Gmail link to review and paste JD"
223,UNREADABLE,Thu May 14,"Finance Controller","Not disclosed","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e249055e023516","Full JD","UNREADABLE: Snippet-only — insufficient data to parse — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
224,UNREADABLE,Thu May 14,"Alerte Cadremploi — CDG / Pilote / DAF (3 alertes)","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e275077ae4afdc","Full JD","UNREADABLE: Cadremploi HTML-only — 3 alertes (CDG, CDG/Pilote de flux financier, DAF/Finance Director) — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
225,UNREADABLE,Thu May 14,"Alerte Cadremploi — Credit Manager / CDG / RAF / DAF (4 alertes)","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e258094fa6abe0","Full JD","UNREADABLE: Cadremploi HTML-only — 4 alertes (Credit Manager/Trésorerie, CDG/Pilote, RAF, DAF) — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
226,UNREADABLE,Thu May 14,"Alerte Cadremploi — Financial Controller (critères modifiés)","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e2606a33aa268f","Full JD","UNREADABLE: Cadremploi HTML-only (critères modifiés) — Financial Controller — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
235,QUEUED,Thu May 14,"Contrôleur de Gestion Usine","Candia","Direct","Grenoble","","Not available","https://mail.google.com/mail/u/0/#all/19e25c5999b589d5","Salary; Hybrid policy","QUEUED: Industrial CDG at Candia dairy (Grenoble, Green zone) — strong fit for manufacturing/industrial background. CDD contract (flag). Subject-parsed from HelloWork — verify exact location and full "
236,UNREADABLE,Fri May 15,"Alerte Cadremploi — CDG","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e2ae6dd12be62e","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD"
237,UNREADABLE,Fri May 15,"Alerte Cadremploi — RAF (critères modifiés)","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e2b2d8f5acbb93","Full JD","UNREADABLE: Cadremploi HTML-only — critères modifiés — open Gmail link to review"
238,UNREADABLE,Fri May 15,"Alerte HelloWork (digest hebdomadaire)","HelloWork","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e2b5258105958e","Full JD","UNREADABLE: HelloWork HTML-only weekly digest — open Gmail link to review and paste JD"
239,UNREADABLE,Fri May 15,"APEC — 2 offres","APEC","APEC","","","Not available","https://mail.google.com/mail/u/0/#all/19e29f13fa15d302","Full JD","UNREADABLE: APEC: 2 offres — HTML-only — check apec.fr manually"
240,QUEUED,Fri May 15,"Responsable Contrôle de Gestion H/F","Time recrutement","Indeed","Chambéry (73)","€50-60k","Not available","https://mail.google.com/mail/u/0/#all/19e2d886ce3cea80","Company name; Hybrid policy","QUEUED: Yellow zone, CDI. Listing via agency (Time recrutement) — real employer unknown. Salary €50-60k range. Hybrid policy missing."
243,QUEUED,Fri May 15,"Chef de Mission Comptable H/F","Talents Finance","Indeed","","€43-55k","Not available","https://mail.google.com/mail/u/0/#all/19e2c884a9e26a97","Location; Hybrid policy; Salary","QUEUED: Subject-parsed (HTML-only body). Location unknown. Salary range €43-55k straddles apply floor. Verify location, hybrid, and full scope."
244,QUEUED,Fri May 15,"Country Finance Manager","Deel","LinkedIn","","","Not available","https://mail.google.com/mail/u/0/#all/19e2be8a59026ef4","Location; Salary; Hybrid policy","QUEUED: English-language finance role, global fintech (Deel). Location likely Paris or remote — verify. Salary and hybrid unknown."
245,QUEUED,Fri May 15,"Global Production Controller","Busch Vacuum Solutions","LinkedIn","","","Not available","https://mail.google.com/mail/u/0/#all/19e2d32387ac914c","Location; Salary; Hybrid policy","QUEUED: Plant/production controller, English. Busch Vacuum Solutions (target company). Location unknown — verify Grenoble site."
248,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","Cadremploi","","","","https://mail.google.com/mail/u/0/#all/19e305439f550dfd","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
249,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","Cadremploi","","","","https://mail.google.com/mail/u/0/#all/19e305439f550dfd","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
250,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","Cadremploi","","","","https://mail.google.com/mail/u/0/#all/19e305439f550dfd","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
251,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","Cadremploi","","","","https://mail.google.com/mail/u/0/#all/19e2ffb17938bfb0","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
252,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","Cadremploi","","","","https://mail.google.com/mail/u/0/#all/19e2ffb17938bfb0","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
253,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","Cadremploi","","","","https://mail.google.com/mail/u/0/#all/19e2ffb17938bfb0","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
254,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","Cadremploi","","","","https://mail.google.com/mail/u/0/#all/19e2ffb17938bfb0","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
255,UNREADABLE,Sat May 16,"Not disclosed","Not disclosed","APEC","","","","https://mail.google.com/mail/u/0/#all/19e2f86c011d8074","Full JD","UNREADABLE: APEC: 5 offres — APEC — HTML-only — check apec.fr manually — open Gmail link to review and paste JD"
259,QUEUED,Sat May 16,"Directeur administratif financier indépendant H/F","DAF-ACTIVE","LinkedIn","Grenoble","30K-110K EUR/year (independent)","https://www.linkedin.com/jobs/view/4415504047","https://mail.google.com/mail/u/0/#all/19e310f02c513b97","Scope; Hybrid policy","QUEUED: DAF indépendant — freelance/consulting engagement, not CDI. Grenoble green zone. Salary range very broad (30K-110K for independent). Verify mission scope and time commitment."
261,QUEUED,Sat May 16,"Acheteur services (H/F)","GE Vernova","LinkedIn","Grenoble","","https://www.linkedin.com/jobs/view/4374121972","https://mail.google.com/mail/u/0/#all/19e30a129e242499","Salary; Hybrid policy","QUEUED: Acheteur services at GE Vernova — Grenoble green zone, English environment. Procurement role matches background. No salary or hybrid info available."
262,QUEUED,Sat May 16,"Lead Procurement Specialist - Electrical (Charge de projets achats electrique H/F)","GE Vernova","LinkedIn","Grenoble","","https://www.linkedin.com/jobs/view/4343936155","https://mail.google.com/mail/u/0/#all/19e30a129e242499","Salary; Hybrid policy","QUEUED: Lead Procurement Electrical at GE Vernova — Grenoble green zone, English environment. Senior procurement/project buyer role. No salary or hybrid info available."
264,QUEUED,Mon May 18,"Contrôleur de Gestion (H/F/X)","SAF Aerogroup","LinkedIn","Albertville","","https://www.linkedin.com/comm/jobs/view/4404888661/","https://mail.google.com/mail/u/0/#all/19e3b5bbf771b0d3","Salary; Hybrid policy","QUEUED: CDG in Orange zone (Albertville) — confirm salary and hybrid before applying"
265,QUEUED,Mon May 18,"Responsable Comptable H/F","ORISHA","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e3b4dd7b9db811","Salary; Location; Hybrid policy","QUEUED: Responsable Comptable at ORISHA — no location or salary"
266,QUEUED,Mon May 18,"Contrôleur de gestion (F/H)","Grenoble INP - UGA Recrutement","LinkedIn","Grenoble","","https://www.linkedin.com/comm/jobs/view/4401956663/","https://mail.google.com/mail/u/0/#all/19e3aedd7657e019","Salary","QUEUED: CDG at Grenoble INP-UGA (Grenoble) — confirm salary (public sector risk)"
267,QUEUED,Mon May 18,"Contrôleur de gestion/Contrôleuse de gestion","Korus Group","LinkedIn","La Murette","","https://www.linkedin.com/comm/jobs/view/4408999240/","https://mail.google.com/mail/u/0/#all/19e3aedd7657e019","Salary","QUEUED: CDG at Korus Group, La Murette (dept 38) — confirm salary"
268,QUEUED,Mon May 18,"Responsable Financier en START-UP","Everywhere App","LinkedIn","France","","https://www.linkedin.com/comm/jobs/view/4412231116/","https://mail.google.com/mail/u/0/#all/19e3a1225d934eb2","Salary; Location; Hybrid policy","QUEUED: Responsable Financier at Everywhere App (startup) — confirm salary and remote policy"
300,UNREADABLE,Mon May 18,"Not available","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e3beeda7504455","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
301,UNREADABLE,Mon May 18,"Not available","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e3b9a0efebbaba","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
302,UNREADABLE,Mon May 18,"Not available","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e3aa0357261dbc","Full JD","UNREADABLE: Cadremploi HTML-only — 3 offres critères élargis — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
303,UNREADABLE,Mon May 18,"Not available","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e3a6c4d787ce4c","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
271,QUEUED,Tue May 19,"DIRECTEUR ADMINISTRATIF ET FINANCIER (H/F) – SECTEUR ASSOCIATIF","RC HUMAN RECRUITMENT","LinkedIn","Échirolles","","https://www.linkedin.com/jobs/view/4415616580","https://mail.google.com/mail/u/0/#all/19e40eff340205f3","Salary; Company name","QUEUED: DAF via RC Human Recruitment, Échirolles — confirm underlying company and salary"
272,QUEUED,Tue May 19,"Responsable Comptable Interne H/F","In Extenso","Direct","Not disclosed","","Not available","https://mail.google.com/mail/u/0/#all/19e40cc36b8ca6bc","Salary; Location; Hybrid policy","QUEUED: Responsable Comptable Interne at In Extenso — confirm location and salary"
274,QUEUED,Tue May 19,"Expert-comptable/Responsable de bureau H/F","France Travail","LinkedIn","Saint-Marcellin","","https://www.linkedin.com/jobs/view/4416212178","https://mail.google.com/mail/u/0/#all/19e40143ba739e9a","Salary; Scope","QUEUED: Expert-comptable/Responsable de bureau, Saint-Marcellin (Yellow) — confirm scope and salary"
277,QUEUED,Tue May 19,"Responsable Administratif et Financier","Grenoble INP - UGA Recrutement","LinkedIn","Grenoble","","https://www.linkedin.com/jobs/view/4412823939","https://mail.google.com/mail/u/0/#all/19e3f388462361b0","Salary","QUEUED: RAF at Grenoble INP-UGA, Grenoble — confirm salary (public sector risk)"
278,QUEUED,Tue May 19,"Contrôleur de Gestion H/F","PROLIANS","Direct","Not disclosed","","Not available","https://mail.google.com/mail/u/0/#all/19e3f1a0a5c92c7c","Salary; Location; Hybrid policy","QUEUED: CDG at PROLIANS — no location or salary"
304,UNREADABLE,Tue May 19,"Not disclosed","Not disclosed","Cadremploi","Not disclosed","","Not available","https://mail.google.com/mail/u/0/#all/19e3fc6b8df71c61","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
305,UNREADABLE,Tue May 19,"Not disclosed","Not disclosed","Cadremploi","Not disclosed","","Not available","https://mail.google.com/mail/u/0/#all/19e3f497d9ec1fa2","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
306,UNREADABLE,Tue May 19,"Not disclosed","Not disclosed","APEC","Not disclosed","","Not available","https://mail.google.com/mail/u/0/#all/19e3eefc4612218c","Full JD","UNREADABLE: APEC: 18 offres — 18 offres Apec du 19/05/2026 — HTML-only — check apec.fr manually — open Gmail link to review and paste JD"
279,QUEUED,Wed May 20,"Financial Analyst","BD","LinkedIn","Le Pont-de-Claix","","https://www.linkedin.com/jobs/view/4410500985","https://mail.google.com/mail/u/0/#all/19e46f20b8231138","Salary","QUEUED: Financial Analyst at BD, Le Pont-de-Claix (Green zone, English) — confirm salary"
280,QUEUED,Wed May 20,"Contrôleur de gestion","CEA","LinkedIn","Grenoble","","https://www.linkedin.com/jobs/view/4413810932","https://mail.google.com/mail/u/0/#all/19e46f20b8231138","Salary","QUEUED: CDG at CEA, Grenoble (Green zone) — confirm salary"
281,QUEUED,Wed May 20,"Global Production Controller","Pfeiffer Vacuum+Fab Solutions","LinkedIn","Annecy","","https://www.linkedin.com/jobs/view/4406847136","https://mail.google.com/mail/u/0/#all/19e46f20b8231138","Salary; Hybrid policy","QUEUED: Global Production Controller at Pfeiffer Vacuum, Annecy (Orange, English) — confirm salary and hybrid"
282,QUEUED,Wed May 20,"Contrôleur de gestion H/F","L'Usine Nouvelle","LinkedIn","Vinay","","https://www.linkedin.com/jobs/view/4407278169","https://mail.google.com/mail/u/0/#all/19e46f20b8231138","Salary","QUEUED: CDG at L'Usine Nouvelle, Vinay (Yellow zone ~40km) — confirm salary"
285,QUEUED,Wed May 20,"Responsable H/F","France Travail","LinkedIn","Le Versoud","","https://www.linkedin.com/jobs/view/4416646555","https://mail.google.com/mail/u/0/#all/19e465ddd338c00b","Salary; Scope","QUEUED: ""Responsable H/F"" at France Travail, Le Versoud (Green) — vague title, confirm scope and salary"
286,QUEUED,Wed May 20,"Treasury Manager (Capital)","Revolut","LinkedIn","France","","https://www.linkedin.com/jobs/view/4394441186","https://mail.google.com/mail/u/0/#all/19e453a9a4b38190","Salary; Location; Hybrid policy","QUEUED: Treasury Manager (Capital) at Revolut, France (English, likely remote) — confirm location and compensation"
287,QUEUED,Wed May 20,"Gestionnaire financier bureau commandes H/F","Université Claude Bernard Lyon 1","LinkedIn","Greater Grenoble Metropolitan Area","","https://www.linkedin.com/jobs/view/4415963758","https://mail.google.com/mail/u/0/#all/19e445ed78de68ff","Salary","QUEUED: Gestionnaire financier bureau commandes, Greater Grenoble area — confirm salary"
288,QUEUED,Wed May 20,"Manager – Expertise comptable Crolles","Vie De Comptable by HappyCab","LinkedIn","Crolles","","https://www.linkedin.com/jobs/view/4416637390","https://mail.google.com/mail/u/0/#all/19e445ed78de68ff","Salary; Scope","QUEUED: Manager Expertise comptable at HappyCab, Crolles (Green) — confirm CDI and salary"
289,QUEUED,Wed May 20,"Manager Comptable H/F","BBM et Associés","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e43ed064468f8a","Salary; Location","QUEUED: Manager Comptable at BBM et Associés — confirm location and salary"
307,UNREADABLE,Wed May 20,"Not disclosed","Kforce","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e45db21c4b14bf","Full JD","UNREADABLE: Direct recruiter outreach (Kforce US) — open Gmail to review — open Gmail link to review and paste JD"
308,UNREADABLE,Wed May 20,"Not disclosed","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e4602b8e4ef8d0","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
309,UNREADABLE,Wed May 20,"Not disclosed","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e44ee0ef7f3b52","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
310,UNREADABLE,Wed May 20,"Not disclosed","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e44afd7a32806e","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
311,UNREADABLE,Wed May 20,"Not disclosed","Not disclosed","APEC","","","Not available","https://mail.google.com/mail/u/0/#all/19e4426e02d83f19","Full JD","UNREADABLE: APEC: 12 offres — 12 offres Apec du 20/05/2026 — HTML-only — check apec.fr manually — open Gmail link to review and paste JD"
290,QUEUED,Thu May 21,"Gestionnaire Comptable et Achat - H/F","CHU Grenoble Alpes","LinkedIn","Saint-Laurent-du-Pont","","https://www.linkedin.com/comm/jobs/view/4417073489/","https://mail.google.com/mail/u/0/#all/19e4baac386abc94","Salary","QUEUED: Gestionnaire Comptable et Achat at CHU Grenoble, Saint-Laurent-du-Pont (Yellow) — confirm salary"
294,QUEUED,Thu May 21,"Country Finance Manager I France","Deel","LinkedIn","France","","https://www.linkedin.com/comm/jobs/view/4417076843/","https://mail.google.com/mail/u/0/#all/19e498535735b072","Salary; Hybrid policy","QUEUED: Country Finance Manager at Deel, France (English, likely remote) — confirm compensation"
295,QUEUED,Thu May 21,"DAF INDEPENDANT F/H","Bras Droit des Dirigeants","LinkedIn","Bourgoin","","https://www.linkedin.com/comm/jobs/view/4416627954/","https://mail.google.com/mail/u/0/#all/19e4a60f4d7be1b3","Salary; Scope","QUEUED: DAF Indépendant at Bras Droit des Dirigeants, Bourgoin — confirm CDI vs freelance mission"
296,QUEUED,Thu May 21,"DAF INDEPENDANT F/H","Bras Droit des Dirigeants","LinkedIn","Grenoble","","https://www.linkedin.com/comm/jobs/view/4416639355/","https://mail.google.com/mail/u/0/#all/19e4a60f4d7be1b3","Salary; Scope","QUEUED: DAF Indépendant at Bras Droit des Dirigeants, Grenoble — confirm CDI vs freelance mission"
298,QUEUED,Thu May 21,"Controleur de Gestion - Comptable H/F","CG-RH Conseil et Recrutement","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e4b70d70371f1d","Salary; Location; Company name","QUEUED: CDG-Comptable via CG-RH Conseil — confirm placement company, location, salary"
299,QUEUED,Thu May 21,"Responsable de Dossiers H/F","Ekko RH","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e493a5a690f3b0","Salary; Location; Scope","QUEUED: Responsable de Dossiers at Ekko RH — vague title, confirm scope, location, salary"
312,UNREADABLE,Thu May 21,"Not disclosed","Not disclosed","APEC","","","Not available","https://mail.google.com/mail/u/0/#all/19e497948759c69c","Full JD","UNREADABLE: APEC: 3 offres — HTML-only — check apec.fr manually — open Gmail link to review and paste JD"
313,UNREADABLE,Thu May 21,"Not disclosed","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e4a139851950fe","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
314,UNREADABLE,Thu May 21,"Not disclosed","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e49b19e9914cb1","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
315,UNREADABLE,Thu May 21,"Not disclosed","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e48f13d0cfe05a","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
316,UNREADABLE,Fri May 22,"Credit Manager","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e5014d72adb514","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
317,UNREADABLE,Fri May 22,"Controleur de Gestion - Comptable","Not disclosed","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e4fa0174bce4f0","Full JD","UNREADABLE: HelloWork HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
318,UNREADABLE,Fri May 22,"Supply Chain Manager","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e4f3c360f3c2f3","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
319,UNREADABLE,Fri May 22,"Credit Manager","Not disclosed","Cadremploi","","","Not available","https://mail.google.com/mail/u/0/#all/19e4f3a6797f7a2f","Full JD","UNREADABLE: Cadremploi HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
320,UNREADABLE,Fri May 22,"Not disclosed","Not disclosed","APEC","","","Not available","https://mail.google.com/mail/u/0/#all/19e4e7c11da88891","Full JD","UNREADABLE: APEC: 12 offres — Finance — HTML-only — check apec.fr manually — open Gmail link to review and paste JD"
321,UNREADABLE,Fri May 22,"Comptable Général","Not disclosed","Direct","","","Not available","https://mail.google.com/mail/u/0/#all/19e4e2b38270de0e","Full JD","UNREADABLE: HelloWork HTML-only — open Gmail link to review and paste JD — open Gmail link to review and paste JD"
322,QUEUED,Fri May 22,"Pilote Financier","MAIRIE DE JARRIE","Indeed","Jarrie (38)","","https://fr.indeed.com/viewjob?jk=94e8ec395941dd","https://mail.google.com/mail/u/0/#all/19e5105187db4d96","Salary; Hybrid policy; Full JD","QUEUED: MAIRIE DE JARRIE — public sector municipality, salary and hybrid unconfirmed"
323,QUEUED,Fri May 22,"Responsable Financier","Société Dauphinoise","Indeed","Isère (38)","","Not available","https://mail.google.com/mail/u/0/#all/19e5105187db4d96","Salary; Hybrid policy; Scope; Full JD","QUEUED: Société Dauphinoise — pagead, title approximate — verify job title, employer (likely SDH housing), and salary"
324,QUEUED,Fri May 22,"Pilote Financier","CDIFLEX'","Indeed","Grenoble (38)","","Not available","https://mail.google.com/mail/u/0/#all/19e5105187db4d96","Company name; Salary; Full JD","QUEUED: CDIFLEX' agency placement — actual employer and role unknown — verify JD and salary"
